videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
a51VH9BYzZA,Stellar Stellarが自分の人生の最大の曲な気がする。 ホントに大好き..!!!,Stellar Stellarが自分の人生の最大の曲な気がする。 ホントに大好き..!!!,kou toyo,https://yt3.ggpht.com/ytc/AMLnZu9zZ7WkcSWTbpcQRRptyuMfqeRQv0X-Z2LMVGUFqA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_vJHz4NEygM2OwBcqFYM-A,UC_vJHz4NEygM2OwBcqFYM-A,True,none,14,2022-10-16T01:21:12Z,2022-10-16T01:21:12Z
a51VH9BYzZA,前向きな歌詞と力強い歌声でやられました最高です,前向きな歌詞と力強い歌声でやられました最高です,Spring1Spring,https://yt3.ggpht.com/ytc/AMLnZu-zW46su9vTMFMqoFQVCpzZrgXugrx_UXDdvA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZQGGNxPxIslcDnI9D9eE2A,UCZQGGNxPxIslcDnI9D9eE2A,True,none,14,2022-09-14T12:30:19Z,2022-09-14T12:30:19Z
a51VH9BYzZA,"One year later, this song is still the best.","One year later, this song is still the best.",Natsuki Honda,https://yt3.ggpht.com/ytc/AMLnZu9NPtNjrD-gJMlncYmqrzpht2RW2ccJf9DMOzOmNE-CjS3vtPP_D0mCb6Ro7zCv=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjHOGTDGl7vtyBHHmoVGUfQ,UCjHOGTDGl7vtyBHHmoVGUfQ,True,none,14,2022-10-07T13:16:06Z,2022-10-07T13:16:06Z
a51VH9BYzZA,電車に乗ってる高校生から漏れてた音からこの曲に辿り着きました。数日間探してたぞ！高校生ありがとう！神曲に出会わせてくれて,電車に乗ってる高校生から漏れてた音からこの曲に辿り着きました。数日間探してたぞ！高校生ありがとう！神曲に出会わせてくれて,ふうりん,https://yt3.ggpht.com/qox9DGsHtouS3P4REE-c4tzeeQTz6JfBguq7vUkX_oVrVQuOOPPpIKeUdpg7haigoNAW7OrUa4Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC-n0DuN5BxQdmf7IE3e0Z_w,UC-n0DuN5BxQdmf7IE3e0Z_w,True,none,2505,2021-11-13T07:25:33Z,2021-11-13T07:25:33Z
a51VH9BYzZA,この歌は本当に感動的です 星街の歌はとても感動しました ビデオの撮影、ダンスは流暢です👏🏻🫶🏻,この歌は本当に感動的です 星街の歌はとても感動しました ビデオの撮影、ダンスは流暢です👏🏻🫶🏻,KCMmg,https://yt3.ggpht.com/ytc/AMLnZu96DOl4u4ioqYNIrQ4_dbBqOBi26cYCYe8bXNyIVw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCPO0z0TqJyU1SxXEam7RBLQ,UCPO0z0TqJyU1SxXEam7RBLQ,True,none,20,2022-08-09T15:53:34Z,2022-08-16T15:29:01Z
a51VH9BYzZA,バズリズム観て来ました✨️凄く歌声素敵で大好きです☺️,"バズリズム観て来ました✨️
凄く歌声素敵で大好きです☺️",あかひなた,https://yt3.ggpht.com/ytc/AMLnZu8MeRc5Xg0zycq6f693MGy_uXQ5SjHrUyYdog=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCe3RssqhOr7kvimkCpTE2bw,UCe3RssqhOr7kvimkCpTE2bw,True,none,111,2022-08-19T18:50:56Z,2022-08-20T04:27:42Z
a51VH9BYzZA,もうStellar Stellar公開から1年ってマジ？すいちゃんに出会ってから毎日楽しすぎて時間経つのがあっという間だー！！,もうStellar Stellar公開から1年ってマジ？すいちゃんに出会ってから毎日楽しすぎて時間経つのがあっという間だー！！,Sea👑,https://yt3.ggpht.com/g0RY1ybpnfngye91jjpqZq6a3sJwq8ioILXiCu5qZpAoelX-eAYp_UJbWIcuHELsFOxgq1KcsQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC1-JndPuvWnowAja8Gzwuzg,UC1-JndPuvWnowAja8Gzwuzg,True,none,49,2022-10-08T01:52:52Z,2022-10-08T01:52:52Z
a51VH9BYzZA,俺VTuber1ミリも知らないけど友達からすいちゃんのこと教えてもらって曲ディグったらこれに辿り着いたけどマジで神曲すぎるだろ,俺VTuber1ミリも知らないけど友達からすいちゃんのこと教えてもらって曲ディグったらこれに辿り着いたけどマジで神曲すぎるだろ,シナプス,https://yt3.ggpht.com/ytc/AMLnZu8pUwnG4ZJu7tjtdN-Mh11Ugn0fmG1qO9yai8b1=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCl9x2kl5toLPyGBefKv7_hA,UCl9x2kl5toLPyGBefKv7_hA,True,none,167,2022-08-10T15:10:24Z,2022-08-10T15:10:24Z
a51VH9BYzZA,stellar stellarは表題曲に相応しいよね。アルバム名とも重なるしイノタクさんのキラキラした感じのサウンドとすいちゃんの歌詞がいいよね。still still stellarみたいにアルバム全曲が神曲！！ってなるのはなかなかない。作曲勢のメンツが強すぎるんよな。,stellar stellarは表題曲に相応しいよね。アルバム名とも重なるしイノタクさんのキラキラした感じのサウンドとすいちゃんの歌詞がいいよね。still still stellarみたいにアルバム全曲が神曲！！ってなるのはなかなかない。作曲勢のメンツが強すぎるんよな。,頭の悪い人,https://yt3.ggpht.com/ytc/AMLnZu-Mv-4Mg_lTBh1wD68_M8Pz-GMPeNEXKuEj0MhHGA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC1dk58DHnyqaegboTtmyvAw,UC1dk58DHnyqaegboTtmyvAw,True,none,695,2021-10-06T15:22:08Z,2021-10-06T15:22:08Z
a51VH9BYzZA,星街しか勝たん！！Stellar Stellar まじ神曲！！,星街しか勝たん！！Stellar Stellar まじ神曲！！,あやせ,https://yt3.ggpht.com/zzQDL5UU0PPchnQBq0S6v6PPceHpY93hKM8KQrNOjOMgSV_P9-dvbwrOynJ1o9DnUtn5ziEA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC2PVgQSLqO6Me9v72YQfDNw,UC2PVgQSLqO6Me9v72YQfDNw,True,none,31,2022-08-13T12:34:42Z,2022-08-13T12:34:42Z
a51VH9BYzZA,みこちの方ばっかり切り抜きで聴いてたんだけど原曲凄すぎて感動。,"みこちの方ばっかり切り抜きで聴いてたんだけど
原曲凄すぎて感動。",oryzae,https://yt3.ggpht.com/ytc/AMLnZu-3Imq9et6cCtLy2ZGvFgvLlGjA3VP8GGXh8xTWmg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuxCHuHWvCpBY8kMdYii_Ig,UCuxCHuHWvCpBY8kMdYii_Ig,True,none,50,2022-08-15T13:29:48Z,2022-08-15T13:29:48Z
